1.00000000000000e+000	1.08682984187142e-009
1.00230523807790e+000	1.09184820200674e-009
1.00461579027840e+000	1.09688584869138e-009
1.00693166885180e+000	1.10194856789014e-009
1.00925288607668e+000	1.10703635960303e-009
1.01157945425990e+000	1.11214536652017e-009
1.01391138573668e+000	1.11728137460638e-009
1.01624869287070e+000	1.12243666924191e-009
1.01859138805412e+000	1.12761703639156e-009
1.02093948370768e+000	1.13282440471027e-009
1.02329299228075e+000	1.13804913092337e-009
1.02565192625141e+000	1.14330471561540e-009
1.02801629812647e+000	1.14858151551168e-009
1.03038612044162e+000	1.15388338792209e-009
1.03276140576140e+000	1.15920840419169e-009
1.03514216667934e+000	1.16456042163034e-009
1.03752841581801e+000	1.16993365427326e-009
1.03992016582906e+000	1.17533774539509e-009
1.04231742939330e+000	1.18076112306625e-009
1.04472021922080e+000	1.18621150190647e-009
1.04712854805090e+000	1.19168695326081e-009
1.04954242865232e+000	1.19718747712927e-009
1.05196187382322e+000	1.20271114485693e-009
1.05438689639126e+000	1.20826374240857e-009
1.05681750921366e+000	1.21384141247433e-009
1.05925372517729e+000	1.21944415505422e-009
1.06169555719872e+000	1.22507197014824e-009
1.06414301822431e+000	1.23072678641131e-009
1.06659612123026e+000	1.23640667518850e-009
1.06905487922266e+000	1.24211549378968e-009
1.07151930523761e+000	1.24784745625005e-009
1.07398941234124e+000	1.25360834853441e-009
1.07646521362983e+000	1.25939624198783e-009
1.07894672222983e+000	1.26520727930043e-009
1.08143395129794e+000	1.27104917509196e-009
1.08392691402120e+000	1.27691421474268e-009
1.08642562361706e+000	1.28280818421738e-009
1.08893009333343e+000	1.28872915486114e-009
1.09144033644876e+000	1.29467905532889e-009
1.09395636627209e+000	1.30065595696569e-009
1.09647819614318e+000	1.30665793111662e-009
1.09900583943252e+000	1.31268883509154e-009
1.10153930954141e+000	1.31874866889044e-009
1.10407861990207e+000	1.32483743251333e-009
1.10662378397766e+000	1.33094933999541e-009
1.10917481526240e+000	1.33709403461134e-009
1.11173172728159e+000	1.34326573039633e-009
1.11429453359173e+000	1.34946635600531e-009
1.11686324778056e+000	1.35569398278334e-009
1.11943788346715e+000	1.36195246804029e-009
1.12201845430196e+000	1.36823988312123e-009
1.12460497396692e+000	1.37455429937123e-009
1.12719745617551e+000	1.38089957410014e-009
1.12979591467280e+000	1.38727377865304e-009
1.13240036323556e+000	1.39367691302993e-009
1.13501081567231e+000	1.40010897723081e-009
1.13762728582343e+000	1.40657189991060e-009
1.14024978756117e+000	1.41306375241439e-009
1.14287833478977e+000	1.41958646339709e-009
1.14551294144553e+000	1.42614196151364e-009
1.14815362149688e+000	1.43272446079925e-009
1.15080038894443e+000	1.43933588990885e-009
1.15345325782109e+000	1.44598010615230e-009
1.15611224219210e+000	1.45265325221973e-009
1.15877735615512e+000	1.45935918542102e-009
1.16144861384034e+000	1.46609404844629e-009
