timestamp_g_arrwAdc1Data[0];g_arrwAdc1Data[0];timestamp_g_arrwAdc1Data[1];g_arrwAdc1Data[1]
1683400498604;4;1683400498604;11
1683400498604;2;1683400498604;3
1683400498605;6;1683400498605;0
1683400498605;0;1683400498605;6
1683400498605;0;1683400498605;0
1683400498606;0;1683400498606;9
1683400498606;0;1683400498606;0
1683400498607;0;1683400498607;13
1683400498607;5;1683400498607;0
1683400498608;0;1683400498608;6
1683400498608;0;1683400498608;8
1683400498608;5;1683400498608;1
1683400498609;3;1683400498609;0
1683400498609;0;1683400498609;9
1683400498610;3;1683400498610;0
1683400498610;0;1683400498610;5
1683400498611;4;1683400498611;8
1683400498611;1;1683400498611;3
1683400498612;3;1683400498612;0
1683400498612;9;1683400498612;0
1683400498612;8;1683400498612;0
1683400498613;0;1683400498613;0
1683400498613;5;1683400498613;4
1683400498614;3;1683400498614;0
1683400498614;2;1683400498614;0
1683400498614;0;1683400498614;2
1683400498615;0;1683400498615;0
1683400498615;2;1683400498615;0
1683400498616;3;1683400498616;0
1683400498616;0;1683400498616;0
1683400498616;4;1683400498616;0
1683400498617;2;1683400498617;2
1683400498617;5;1683400498617;0
1683400498618;3;1683400498618;0
1683400498618;1;1683400498618;1
1683400498619;0;1683400498619;0
1683400498619;0;1683400498619;7
1683400498620;1;1683400498620;6
1683400498620;0;1683400498620;12
1683400498620;3;1683400498620;19
1683400498621;0;1683400498621;0
1683400498621;12;1683400498621;2
1683400498622;0;1683400498622;4
1683400498622;0;1683400498622;1
1683400498623;0;1683400498623;0
1683400498623;1;1683400498623;0
1683400498624;8;1683400498624;0
1683400498624;9;1683400498624;0
1683400498625;1;1683400498625;4
1683400498625;0;1683400498625;0
1683400498625;3;1683400498625;1
1683400498626;10;1683400498626;0
1683400498626;3;1683400498626;2
1683400498627;11;1683400498627;0
1683400498627;0;1683400498627;2
1683400498628;3;1683400498628;8
1683400498628;4;1683400498628;9
1683400498628;7;1683400498628;13
1683400498629;0;1683400498629;2
1683400498629;4;1683400498629;0
1683400498630;2;1683400498630;7
1683400498630;18;1683400498630;0
1683400498630;3;1683400498630;5
1683400498631;2;1683400498631;6
1683400498631;0;1683400498631;0
1683400498632;0;1683400498632;9
1683400498632;0;1683400498632;0
1683400498633;0;1683400498633;0
1683400498639;10;1683400498639;7
1683400498639;0;1683400498639;0
1683400498640;3;1683400498640;0
1683400498640;0;1683400498640;3
1683400498641;0;1683400498641;0
1683400498641;0;1683400498641;0
1683400498642;0;1683400498642;0
1683400498642;6;1683400498642;0
1683400498642;6;1683400498642;0
1683400498643;6;1683400498643;11
1683400498643;1;1683400498643;2
1683400498644;8;1683400498644;0
1683400498644;4;1683400498644;4
1683400498648;0;1683400498648;0
1683400498653;0;1683400498653;8
1683400498654;0;1683400498654;10
1683400498654;0;1683400498654;8
1683400498655;0;1683400498655;5
1683400498655;0;1683400498655;0
1683400498656;6;1683400498656;8
1683400498656;0;1683400498656;3
1683400498656;1;1683400498656;5
1683400498657;2;1683400498657;0
1683400498657;0;1683400498657;0
1683400498658;2;1683400498658;1
1683400498658;13;1683400498658;0
1683400498659;4;1683400498659;0
1683400498659;0;1683400498659;0
1683400498660;3;1683400498660;0
1683400498660;4;1683400498660;0
1683400498660;3;1683400498660;1
1683400498661;0;1683400498661;3
1683400498661;5;1683400498661;5
1683400498662;0;1683400498662;2
1683400498662;0;1683400498662;1
1683400498662;3;1683400498662;6
1683400498663;0;1683400498663;9
1683400498663;9;1683400498663;0
1683400498664;0;1683400498664;1
1683400498664;1;1683400498664;9
1683400498664;0;1683400498664;0
1683400498665;0;1683400498665;4
1683400498665;0;1683400498665;1
1683400498666;0;1683400498666;7
1683400498666;0;1683400498666;0
1683400498667;7;1683400498667;0
1683400498667;0;1683400498667;0
1683400498670;1;1683400498670;6
1683400498673;0;1683400498673;4
1683400498673;0;1683400498673;0
1683400498673;0;1683400498673;2
1683400498674;0;1683400498674;0
1683400498674;0;1683400498674;29
1683400498674;7;1683400498674;4
1683400498675;0;1683400498675;4
1683400498675;0;1683400498675;0
1683400498676;0;1683400498676;5
1683400498676;0;1683400498676;5
1683400498677;1;1683400498677;0
1683400498677;0;1683400498677;4
1683400498677;1;1683400498677;0
1683400498678;2;1683400498678;0
1683400498678;0;1683400498678;3
1683400498679;7;1683400498679;0
1683400498679;0;1683400498679;0
1683400498680;0;1683400498680;5
1683400498680;5;1683400498680;0
1683400498680;0;1683400498680;7
1683400498681;2;1683400498681;5
1683400498681;1;1683400498681;8
1683400498682;0;1683400498682;0
1683400498682;1;1683400498682;2
1683400498683;0;1683400498683;2
1683400498683;6;1683400498683;0
1683400498684;0;1683400498684;2
1683400498684;0;1683400498684;0
1683400498684;1;1683400498684;0
1683400498685;1;1683400498685;0
1683400498685;1;1683400498685;2
1683400498686;0;1683400498686;6
1683400498686;0;1683400498686;1
1683400498687;0;1683400498687;0
1683400498687;5;1683400498687;0
1683400498687;0;1683400498687;1
1683400498688;0;1683400498688;0
1683400498688;2;1683400498688;2
1683400498689;3;1683400498689;3
1683400498689;10;1683400498689;7
1683400498690;3;1683400498690;0
1683400498690;0;1683400498690;2
1683400498690;0;1683400498690;5
1683400498691;0;1683400498691;1
1683400498691;2;1683400498691;0
1683400498692;0;1683400498692;3
1683400498692;2;1683400498692;0
1683400498693;2;1683400498693;4
1683400498693;0;1683400498693;0
1683400498693;0;1683400498693;0
1683400498694;0;1683400498694;0
1683400498695;5;1683400498695;5
1683400498696;0;1683400498696;7
1683400498696;0;1683400498696;1
1683400498697;7;1683400498697;9
1683400498697;3;1683400498697;0
1683400498697;6;1683400498697;8
1683400498698;3;1683400498698;5
1683400498698;3;1683400498698;6
1683400498699;7;1683400498699;3
1683400498699;5;1683400498699;2
1683400498699;6;1683400498699;0
1683400498700;0;1683400498700;1
1683400498700;0;1683400498700;0
1683400498701;6;1683400498701;0
1683400498701;0;1683400498701;1
1683400498702;0;1683400498702;6
1683400498702;0;1683400498702;0
1683400498702;4;1683400498702;8
1683400498703;0;1683400498703;0
1683400498703;4;1683400498703;4
1683400498704;0;1683400498704;3
1683400498704;8;1683400498704;7
1683400498704;4;1683400498704;1
1683400498705;5;1683400498705;10
1683400498705;0;1683400498705;0
1683400498706;1;1683400498706;1
1683400498706;0;1683400498706;0
1683400498707;6;1683400498707;1
1683400498707;2;1683400498707;1
1683400498707;0;1683400498707;1
1683400498708;3;1683400498708;0
1683400498708;0;1683400498708;5
1683400498709;2;1683400498709;0
1683400498709;3;1683400498709;4
1683400498710;0;1683400498710;10
1683400498710;0;1683400498710;0
1683400498710;0;1683400498710;0
1683400498711;2;1683400498711;0
1683400498711;0;1683400498711;0
1683400498712;3;1683400498712;0
1683400498712;5;1683400498712;7
1683400498713;0;1683400498713;0
1683400498713;0;1683400498713;0
1683400498713;5;1683400498713;22
1683400498714;0;1683400498714;0
1683400498714;0;1683400498714;0
1683400498715;3;1683400498715;11
1683400498716;0;1683400498716;0
1683400498717;0;1683400498717;0
1683400498717;0;1683400498717;4
1683400498718;0;1683400498718;1
1683400498718;4;1683400498718;4
1683400498719;6;1683400498719;6
1683400498719;1;1683400498719;2
1683400498719;1;1683400498719;0
1683400498720;3;1683400498720;0
1683400498720;0;1683400498720;0
1683400498721;0;1683400498721;1
1683400498721;0;1683400498721;2
1683400498722;1;1683400498722;0
1683400498722;1;1683400498722;9
1683400498722;0;1683400498722;0
1683400498723;2;1683400498723;0
1683400498723;0;1683400498723;3
1683400498724;1;1683400498724;0
1683400498724;4;1683400498724;0
1683400498725;4;1683400498725;0
1683400498725;2;1683400498725;0
1683400498726;5;1683400498726;7
1683400498726;0;1683400498726;0
1683400498726;6;1683400498726;8
1683400498727;1;1683400498727;0
1683400498727;1;1683400498727;8
1683400498728;0;1683400498728;0
1683400498728;0;1683400498728;0
1683400498729;2;1683400498729;4
1683400498729;0;1683400498729;0
1683400498729;8;1683400498729;0
1683400498730;0;1683400498730;2
1683400498730;1;1683400498730;4
1683400498731;0;1683400498731;1
1683400498731;3;1683400498731;0
1683400498732;3;1683400498732;0
1683400498732;2;1683400498732;0
1683400498732;0;1683400498732;0
1683400498733;2;1683400498733;0
1683400498733;0;1683400498733;0
1683400498734;0;1683400498734;2
1683400498734;0;1683400498734;0
1683400498735;6;1683400498735;0
1683400498735;3;1683400498735;0
1683400498737;0;1683400498737;3
1683400498738;4;1683400498738;0
1683400498738;0;1683400498738;5
1683400498739;8;1683400498739;0
1683400498739;0;1683400498739;5
1683400498739;0;1683400498739;0
1683400498740;0;1683400498740;6
1683400498740;0;1683400498740;0
1683400498741;8;1683400498741;0
1683400498741;0;1683400498741;5
1683400498742;0;1683400498742;0
1683400498742;0;1683400498742;8
1683400498742;0;1683400498742;0
1683400498743;1;1683400498743;1
1683400498743;3;1683400498743;1
1683400498744;0;1683400498744;0
1683400498744;0;1683400498744;1
1683400498745;0;1683400498745;1
1683400498745;0;1683400498745;0
1683400498745;0;1683400498745;6
1683400498746;2;1683400498746;0
1683400498746;0;1683400498746;3
1683400498747;5;1683400498747;0
1683400498747;1;1683400498747;0
1683400498748;3;1683400498748;2
1683400498748;0;1683400498748;10
1683400498748;5;1683400498748;0
1683400498749;6;1683400498749;0
1683400498749;0;1683400498749;0
1683400498750;0;1683400498750;1
1683400498750;0;1683400498750;4
1683400498750;0;1683400498750;0
1683400498751;6;1683400498751;0
1683400498751;6;1683400498751;3
1683400498752;0;1683400498752;0
1683400498752;8;1683400498752;0
1683400498753;0;1683400498753;0
1683400498753;6;1683400498753;6
1683400498754;0;1683400498754;0
1683400498754;0;1683400498754;3
1683400498754;0;1683400498754;0
1683400498755;8;1683400498755;0
1683400498755;0;1683400498755;8
1683400498756;4;1683400498756;0
1683400498757;0;1683400498757;0
1683400498758;0;1683400498758;0
1683400498758;2;1683400498758;1
1683400498759;0;1683400498759;4
1683400498759;0;1683400498759;0
1683400498760;2;1683400498760;6
1683400498760;7;1683400498760;0
1683400498760;1;1683400498760;1
1683400498761;6;1683400498761;1
1683400498761;0;1683400498761;1
1683400498762;0;1683400498762;4
1683400498762;1;1683400498762;5
1683400498763;6;1683400498763;0
1683400498763;17;1683400498763;4
1683400498763;1;1683400498763;8
1683400498764;0;1683400498764;1
1683400498764;2;1683400498764;2
1683400498765;2;1683400498765;6
1683400498765;6;1683400498765;0
1683400498766;3;1683400498766;3
1683400498766;0;1683400498766;2
1683400498766;0;1683400498766;3
1683400498767;0;1683400498767;6
1683400498767;0;1683400498767;0
1683400498768;0;1683400498768;0
1683400498768;2;1683400498768;0
1683400498769;1;1683400498769;0
1683400498769;0;1683400498769;0
1683400498769;6;1683400498769;0
1683400498770;0;1683400498770;6
1683400498770;1;1683400498770;3
1683400498771;0;1683400498771;2
1683400498771;1;1683400498771;0
1683400498772;0;1683400498772;0
1683400498772;0;1683400498772;0
1683400498773;0;1683400498773;0
1683400498773;4;1683400498773;2
1683400498773;0;1683400498773;0
1683400498774;0;1683400498774;0
1683400498774;0;1683400498774;0
1683400498775;0;1683400498775;8
1683400498775;3;1683400498775;6
1683400498776;7;1683400498776;8
1683400498776;0;1683400498776;0
1683400498776;0;1683400498776;0
1683400498777;3;1683400498777;1
1683400498778;4;1683400498778;0
1683400498779;6;1683400498779;0
1683400498779;5;1683400498779;0
1683400498779;0;1683400498779;1
1683400498780;0;1683400498780;0
1683400498780;5;1683400498780;3
1683400498781;0;1683400498781;0
1683400498781;6;1683400498781;0
1683400498782;3;1683400498782;0
1683400498782;0;1683400498782;0
1683400498782;0;1683400498782;0
1683400498783;0;1683400498783;6
1683400498783;0;1683400498783;0
1683400498784;4;1683400498784;0
1683400498784;4;1683400498784;4
1683400498785;0;1683400498785;0
1683400498785;3;1683400498785;2
1683400498786;0;1683400498786;2
1683400498786;9;1683400498786;0
1683400498787;0;1683400498787;16
1683400498787;0;1683400498787;3
1683400498787;0;1683400498787;0
1683400498788;0;1683400498788;13
1683400498788;0;1683400498788;0
1683400498789;0;1683400498789;0
1683400498789;5;1683400498789;0
1683400498790;0;1683400498790;0
1683400498790;6;1683400498790;6
1683400498790;8;1683400498790;0
1683400498791;0;1683400498791;1
1683400498791;0;1683400498791;7
1683400498792;0;1683400498792;2
1683400498792;0;1683400498792;0
1683400498792;3;1683400498792;0
1683400498793;2;1683400498793;4
1683400498793;0;1683400498793;0
1683400498794;0;1683400498794;0
1683400498794;4;1683400498794;4
1683400498795;0;1683400498795;0
1683400498795;2;1683400498795;0
1683400498795;1;1683400498795;0
1683400498796;0;1683400498796;0
1683400498796;4;1683400498796;0
1683400498797;2;1683400498797;0
1683400498798;8;1683400498798;0
1683400498799;0;1683400498799;8
1683400498799;4;1683400498799;6
1683400498800;8;1683400498800;5
1683400498800;0;1683400498800;2
1683400498801;0;1683400498801;2
1683400498801;4;1683400498801;0
1683400498801;6;1683400498801;6
1683400498802;0;1683400498802;0
1683400498802;0;1683400498802;4
1683400498803;4;1683400498803;0
1683400498803;2;1683400498803;10
1683400498804;1;1683400498804;0
1683400498804;3;1683400498804;1
1683400498805;0;1683400498805;0
1683400498805;5;1683400498805;4
1683400498805;2;1683400498805;5
1683400498806;0;1683400498806;1
1683400498806;0;1683400498806;2
1683400498807;1;1683400498807;6
1683400498807;0;1683400498807;16
1683400498808;0;1683400498808;0
1683400498808;0;1683400498808;2
1683400498808;4;1683400498808;8
1683400498809;3;1683400498809;1
1683400498809;5;1683400498809;6
1683400498810;0;1683400498810;2
1683400498810;0;1683400498810;2
1683400498811;6;1683400498811;3
1683400498811;0;1683400498811;4
1683400498812;4;1683400498812;0
1683400498812;1;1683400498812;3
1683400498813;0;1683400498813;0
1683400498813;0;1683400498813;0
1683400498813;0;1683400498813;7
1683400498814;0;1683400498814;0
1683400498814;2;1683400498814;0
1683400498815;0;1683400498815;3
1683400498815;0;1683400498815;2
1683400498816;6;1683400498816;0
1683400498816;11;1683400498816;8
1683400498816;2;1683400498816;8
1683400498817;3;1683400498817;1
1683400498818;4;1683400498818;0
1683400498819;6;1683400498819;4
1683400498820;0;1683400498820;2
1683400498820;1;1683400498820;0
1683400498820;4;1683400498820;4
1683400498821;0;1683400498821;0
1683400498821;6;1683400498821;5
1683400498822;6;1683400498822;0
1683400498822;8;1683400498822;0
1683400498822;2;1683400498822;0
1683400498823;5;1683400498823;0
1683400498823;6;1683400498823;4
1683400498824;2;1683400498824;0
1683400498824;0;1683400498824;1
1683400498824;11;1683400498824;0
1683400498825;8;1683400498825;4
1683400498825;0;1683400498825;0
1683400498826;0;1683400498826;0
1683400498826;1;1683400498826;0
1683400498827;0;1683400498827;4
1683400498827;3;1683400498827;9
1683400498827;0;1683400498827;0
1683400498828;0;1683400498828;4
1683400498828;1;1683400498828;3
1683400498829;0;1683400498829;3
1683400498829;0;1683400498829;0
1683400498830;2;1683400498830;21
1683400498830;5;1683400498830;0
1683400498830;0;1683400498830;4
1683400498831;3;1683400498831;9
1683400498831;1;1683400498831;0
1683400498832;0;1683400498832;0
1683400498832;4;1683400498832;0
1683400498833;4;1683400498833;1
1683400498833;2;1683400498833;4
1683400498833;6;1683400498833;0
1683400498834;2;1683400498834;3
1683400498834;0;1683400498834;0
1683400498835;0;1683400498835;2
1683400498835;0;1683400498835;0
1683400498836;0;1683400498836;0
1683400498836;0;1683400498836;2
1683400498837;4;1683400498837;3
1683400498837;0;1683400498837;5
1683400498838;6;1683400498838;1
1683400498839;0;1683400498839;4
1683400498840;5;1683400498840;0
1683400498840;2;1683400498840;0
1683400498840;0;1683400498840;8
1683400498841;0;1683400498841;0
1683400498841;0;1683400498841;4
1683400498842;9;1683400498842;5
1683400498842;7;1683400498842;0
1683400498843;8;1683400498843;1
1683400498843;0;1683400498843;0
1683400498843;0;1683400498843;6
1683400498844;3;1683400498844;0
1683400498844;0;1683400498844;2
1683400498845;3;1683400498845;0
1683400498845;6;1683400498845;2
1683400498845;1;1683400498845;2
1683400498846;4;1683400498846;0
1683400498846;1;1683400498846;0
1683400498847;0;1683400498847;8
1683400498847;1;1683400498847;0
1683400498848;4;1683400498848;0
1683400498848;8;1683400498848;7
1683400498848;2;1683400498848;0
1683400498849;1;1683400498849;0
1683400498849;0;1683400498849;4
1683400498850;0;1683400498850;0
1683400498850;0;1683400498850;0
1683400498851;0;1683400498851;0
1683400498851;11;1683400498851;0
1683400498852;6;1683400498852;4
1683400498852;0;1683400498852;5
1683400498852;0;1683400498852;2
1683400498853;0;1683400498853;0
1683400498853;0;1683400498853;0
1683400498854;0;1683400498854;0
1683400498854;0;1683400498854;0
1683400498855;0;1683400498855;0
1683400498855;4;1683400498855;4
1683400498856;1;1683400498856;0
1683400498856;1;1683400498856;0
1683400498857;4;1683400498857;0
1683400498857;0;1683400498857;0
1683400498858;0;1683400498858;4
1683400498859;0;1683400498859;0
1683400498860;7;1683400498860;2
1683400498860;6;1683400498860;0
1683400498860;0;1683400498860;0
1683400498861;0;1683400498861;8
1683400498861;0;1683400498861;2
1683400498862;1;1683400498862;6
1683400498862;3;1683400498862;6
1683400498862;0;1683400498862;4
1683400498863;2;1683400498863;4
1683400498863;2;1683400498863;0
1683400498864;0;1683400498864;0
1683400498864;0;1683400498864;6
1683400498865;1;1683400498865;8
1683400498865;5;1683400498865;0
1683400498865;0;1683400498865;0
1683400498866;0;1683400498866;0
1683400498866;4;1683400498866;5
1683400498867;0;1683400498867;3
1683400498867;0;1683400498867;0
1683400498868;2;1683400498868;6
1683400498868;3;1683400498868;0
1683400498869;0;1683400498869;0
1683400498869;7;1683400498869;3
1683400498869;2;1683400498869;5
1683400498870;1;1683400498870;2
1683400498870;0;1683400498870;6
1683400498871;10;1683400498871;1
1683400498871;0;1683400498871;3
1683400498872;5;1683400498872;0
1683400498872;0;1683400498872;0
1683400498872;0;1683400498872;0
1683400498873;1;1683400498873;1
1683400498873;0;1683400498873;0
1683400498874;7;1683400498874;0
1683400498874;0;1683400498874;9
1683400498875;2;1683400498875;6
1683400498875;0;1683400498875;4
1683400498875;0;1683400498875;5
1683400498876;5;1683400498876;0
1683400498876;0;1683400498876;0
1683400498877;2;1683400498877;0
1683400498877;1;1683400498877;0
1683400498878;5;1683400498878;0
1683400498878;0;1683400498878;2
1683400498879;3;1683400498879;0
1683400498880;0;1683400498880;14
1683400498881;0;1683400498881;5
1683400498881;0;1683400498881;5
1683400498882;2;1683400498882;6
1683400498882;0;1683400498882;1
1683400498882;3;1683400498882;0
1683400498883;0;1683400498883;4
1683400498883;0;1683400498883;0
1683400498884;0;1683400498884;0
1683400498884;2;1683400498884;1
1683400498885;0;1683400498885;0
1683400498885;0;1683400498885;0
1683400498886;0;1683400498886;3
1683400498886;0;1683400498886;2
1683400498886;4;1683400498886;4
1683400498887;0;1683400498887;5
1683400498887;7;1683400498887;0
1683400498888;2;1683400498888;4
1683400498888;0;1683400498888;0
1683400498889;0;1683400498889;2
1683400498889;1;1683400498889;0
1683400498889;3;1683400498889;0
1683400498890;0;1683400498890;0
1683400498890;0;1683400498890;1
1683400498891;0;1683400498891;0
1683400498891;4;1683400498891;9
1683400498892;0;1683400498892;0
1683400498892;0;1683400498892;4
1683400498893;0;1683400498893;0
1683400498893;7;1683400498893;0
1683400498893;0;1683400498893;4
1683400498894;0;1683400498894;0
1683400498894;0;1683400498894;1
1683400498895;0;1683400498895;3
1683400498895;0;1683400498895;0
1683400498896;0;1683400498896;3
1683400498896;2;1683400498896;0
1683400498897;0;1683400498897;0
1683400498897;0;1683400498897;1
1683400498897;0;1683400498897;13
1683400498898;1;1683400498898;5
1683400498898;3;1683400498898;0
1683400498899;4;1683400498899;9
1683400498899;6;1683400498899;0
1683400498900;0;1683400498900;0
1683400498900;0;1683400498900;0
1683400498900;0;1683400498900;0
1683400498901;0;1683400498901;3
1683400498901;1;1683400498901;0
1683400498902;0;1683400498902;6
1683400498902;0;1683400498902;0
1683400498903;1;1683400498903;4
1683400498903;2;1683400498903;0
1683400498904;0;1683400498904;8
1683400498904;6;1683400498904;0
1683400498904;4;1683400498904;5
1683400498905;8;1683400498905;5
1683400498905;1;1683400498905;4
1683400498906;0;1683400498906;6
1683400498906;8;1683400498906;0
1683400498907;0;1683400498907;0
1683400498907;1;1683400498907;3
1683400498908;2;1683400498908;0
1683400498908;0;1683400498908;0
1683400498908;0;1683400498908;4
1683400498909;0;1683400498909;0
1683400498909;0;1683400498909;4
1683400498910;3;1683400498910;3
1683400498910;2;1683400498910;8
1683400498910;4;1683400498910;14
1683400498911;4;1683400498911;0
1683400498911;0;1683400498911;1
1683400498912;0;1683400498912;4
1683400498912;5;1683400498912;0
1683400498913;0;1683400498913;3
1683400498913;1;1683400498913;7
1683400498913;0;1683400498913;0
1683400498914;0;1683400498914;2
1683400498914;0;1683400498914;8
1683400498915;0;1683400498915;12
1683400498915;4;1683400498915;0
1683400498916;6;1683400498916;1
1683400498916;0;1683400498916;2
1683400498917;1;1683400498917;0
1683400498917;2;1683400498917;0
1683400498917;0;1683400498917;2
1683400498918;0;1683400498918;0
1683400498919;0;1683400498919;6
1683400498921;9;1683400498921;1
1683400498921;0;1683400498921;0
1683400498921;0;1683400498921;2
1683400498922;1;1683400498922;0
1683400498922;4;1683400498922;0
1683400498923;1;1683400498923;0
1683400498923;2;1683400498923;0
1683400498923;0;1683400498923;0
1683400498924;4;1683400498924;0
1683400498924;1;1683400498924;10
1683400498925;0;1683400498925;0
1683400498925;0;1683400498925;2
1683400498925;5;1683400498925;2
1683400498926;2;1683400498926;4
1683400498926;0;1683400498926;0
1683400498927;7;1683400498927;0
1683400498927;0;1683400498927;3
1683400498928;4;1683400498928;0
1683400498928;1;1683400498928;4
1683400498928;0;1683400498928;4
1683400498929;0;1683400498929;4
1683400498929;0;1683400498929;0
1683400498930;0;1683400498930;0
1683400498930;0;1683400498930;3
1683400498930;19;1683400498930;7
1683400498931;2;1683400498931;6
1683400498931;4;1683400498931;0
1683400498932;4;1683400498932;2
1683400498932;2;1683400498932;3
1683400498932;2;1683400498932;1
1683400498933;1;1683400498933;0
1683400498933;0;1683400498933;1
1683400498934;0;1683400498934;7
1683400498934;3;1683400498934;3
1683400498935;1;1683400498935;5
1683400498935;8;1683400498935;0
1683400498935;0;1683400498935;0
1683400498936;4;1683400498936;1
1683400498936;3;1683400498936;20
1683400498937;0;1683400498937;6
1683400498937;0;1683400498937;0
1683400498938;3;1683400498938;0
1683400498938;0;1683400498938;4
1683400498938;0;1683400498938;2
1683400498939;0;1683400498939;0
