time	V(vout)
1.041666666666666e-003	1.173065e+000
1.041964285714285e-003	1.173211e+000
1.044940476190476e-003	1.179532e+000
1.045238095238095e-003	1.179667e+000
1.047619047619047e-003	1.176862e+000
1.047916666666666e-003	1.177006e+000
1.050892857142857e-003	1.183316e+000
1.051190476190476e-003	1.183450e+000
1.053571428571428e-003	1.180635e+000
1.053869047619047e-003	1.180779e+000
1.056845238095238e-003	1.187077e+000
1.057142857142857e-003	1.187210e+000
1.059523809523809e-003	1.184386e+000
1.059821428571428e-003	1.184529e+000
1.062797619047619e-003	1.190816e+000
1.063095238095238e-003	1.190947e+000
1.065476190476190e-003	1.188115e+000
1.065773809523809e-003	1.188257e+000
1.068750000000000e-003	1.194532e+000
1.069047619047619e-003	1.194663e+000
1.071428571428571e-003	1.191822e+000
1.071726190476190e-003	1.191962e+000
1.074702380952381e-003	1.198227e+000
1.075000000000000e-003	1.198357e+000
1.077380952380952e-003	1.195507e+000
1.077678571428571e-003	1.195646e+000
1.080654761904762e-003	1.201900e+000
1.080952380952381e-003	1.202028e+000
1.083333333333333e-003	1.199170e+000
1.083630952380952e-003	1.199308e+000
1.086607142857142e-003	1.205551e+000
1.086904761904761e-003	1.205678e+000
1.089285714285714e-003	1.202811e+000
1.089583333333333e-003	1.202948e+000
1.092559523809523e-003	1.209180e+000
1.092857142857142e-003	1.209306e+000
1.095238095238095e-003	1.206430e+000
1.095535714285714e-003	1.206567e+000
1.098511904761904e-003	1.212788e+000
1.098809523809523e-003	1.212913e+000
1.101190476190476e-003	1.210028e+000
1.101488095238095e-003	1.210164e+000
1.104464285714285e-003	1.216374e+000
1.104761904761904e-003	1.216498e+000
1.107142857142857e-003	1.213605e+000
1.107440476190476e-003	1.213739e+000
1.110416666666666e-003	1.219939e+000
1.110714285714285e-003	1.220062e+000
1.113095238095238e-003	1.217161e+000
1.113392857142857e-003	1.217294e+000
1.116369047619047e-003	1.223483e+000
1.116666666666666e-003	1.223605e+000
1.119047619047619e-003	1.220695e+000
1.119345238095238e-003	1.220827e+000
1.122321428571428e-003	1.227006e+000
1.122619047619047e-003	1.227127e+000
1.125000000000000e-003	1.224208e+000
1.125297619047618e-003	1.224339e+000
1.128273809523809e-003	1.230508e+000
1.128571428571428e-003	1.230628e+000
1.130952380952381e-003	1.227701e+000
1.131249999999999e-003	1.227831e+000
1.134226190476190e-003	1.233989e+000
1.134523809523809e-003	1.234108e+000
1.136904761904762e-003	1.231173e+000
1.137202380952381e-003	1.231302e+000
1.140178571428571e-003	1.237449e+000
1.140476190476190e-003	1.237567e+000
1.142857142857143e-003	1.234624e+000
1.143154761904762e-003	1.234752e+000
1.146130952380952e-003	1.240889e+000
1.146428571428571e-003	1.241006e+000
1.148809523809524e-003	1.238055e+000
1.149107142857142e-003	1.238182e+000
1.152083333333333e-003	1.244309e+000
1.152380952380952e-003	1.244425e+000
1.154761904761904e-003	1.241465e+000
1.155059523809523e-003	1.241591e+000
1.158035714285714e-003	1.247708e+000
1.158333333333333e-003	1.247823e+000
1.160714285714285e-003	1.244856e+000
1.161011904761904e-003	1.244980e+000
1.163988095238095e-003	1.251087e+000
1.164285714285714e-003	1.251201e+000
1.166666666666666e-003	1.248226e+000
1.166964285714285e-003	1.248349e+000
1.169940476190476e-003	1.254446e+000
1.170238095238095e-003	1.254559e+000
1.172619047619047e-003	1.251576e+000
1.172916666666666e-003	1.251698e+000
1.175892857142857e-003	1.257785e+000
1.176190476190476e-003	1.257897e+000
1.178571428571428e-003	1.254906e+000
1.178869047619047e-003	1.255028e+000
1.181845238095238e-003	1.261105e+000
1.182142857142857e-003	1.261215e+000
1.184523809523809e-003	1.258216e+000
1.184821428571428e-003	1.258337e+000
1.187797619047619e-003	1.264404e+000
1.188095238095238e-003	1.264514e+000
1.190476190476190e-003	1.261507e+000
1.190773809523809e-003	1.261627e+000
1.193750000000000e-003	1.267684e+000
1.194047619047619e-003	1.267793e+000
1.196428571428571e-003	1.264778e+000
1.196726190476190e-003	1.264897e+000
1.199702380952381e-003	1.270945e+000
1.200000000000000e-003	1.271053e+000
1.202380952380952e-003	1.268030e+000
1.202678571428571e-003	1.268148e+000
1.205654761904762e-003	1.274186e+000
1.205952380952381e-003	1.274293e+000
1.208059523809520e-003	1.271611e+000
1.208333333333333e-003	1.271263e+000
1.208630952380952e-003	1.271379e+000
1.211607142857142e-003	1.277408e+000
1.211904761904761e-003	1.277514e+000
1.214285714285714e-003	1.274476e+000
1.214583333333333e-003	1.274592e+000
1.217559523809523e-003	1.280611e+000
1.217857142857142e-003	1.280716e+000
1.220238095238095e-003	1.277670e+000
1.220535714285714e-003	1.277785e+000
1.223511904761904e-003	1.283795e+000
1.223809523809523e-003	1.283899e+000
1.226190476190476e-003	1.280845e+000
1.226488095238095e-003	1.280959e+000
1.229464285714285e-003	1.286960e+000
1.229761904761904e-003	1.287063e+000
1.232142857142857e-003	1.284002e+000
1.232440476190476e-003	1.284115e+000
1.235416666666666e-003	1.290106e+000
1.235595238095238e-003	1.290253e+000
1.235714285714285e-003	1.290208e+000
1.238095238095238e-003	1.287140e+000
1.238392857142857e-003	1.287252e+000
1.241369047619047e-003	1.293233e+000
1.241547619047619e-003	1.293380e+000
1.241666666666666e-003	1.293334e+000
1.244047619047619e-003	1.290259e+000
1.244345238095238e-003	1.290370e+000
1.247321428571428e-003	1.296342e+000
1.247500000000000e-003	1.296489e+000
1.247619047619047e-003	1.296442e+000
1.250000000000000e-003	1.293359e+000
1.250297619047619e-003	1.293470e+000
1.253273809523809e-003	1.299433e+000
1.253452380952381e-003	1.299579e+000
1.253571428571428e-003	1.299532e+000
1.255952380952381e-003	1.296441e+000
1.256249999999999e-003	1.296551e+000
1.259226190476190e-003	1.302505e+000
1.259404761904761e-003	1.302650e+000
1.259523809523809e-003	1.302603e+000
1.261904761904761e-003	1.299505e+000
1.262202380952380e-003	1.299614e+000
1.265178571428571e-003	1.305558e+000
1.265357142857142e-003	1.305703e+000
1.265476190476190e-003	1.305656e+000
1.267857142857142e-003	1.302551e+000
1.268154761904761e-003	1.302659e+000
1.271130952380952e-003	1.308594e+000
1.271309523809523e-003	1.308739e+000
1.271428571428571e-003	1.308691e+000
1.273809523809523e-003	1.305579e+000
1.274107142857142e-003	1.305685e+000
1.277083333333333e-003	1.311612e+000
1.277261904761904e-003	1.311756e+000
1.277380952380952e-003	1.311708e+000
1.279761904761904e-003	1.308588e+000
1.280059523809523e-003	1.308694e+000
1.283035714285714e-003	1.314612e+000
1.283214285714285e-003	1.314755e+000
1.283333333333333e-003	1.314707e+000
1.285714285714285e-003	1.311580e+000
1.286011904761904e-003	1.311685e+000
1.288988095238095e-003	1.317594e+000
1.289166666666666e-003	1.317737e+000
1.289285714285714e-003	1.317688e+000
1.291666666666666e-003	1.314554e+000
1.291964285714285e-003	1.314658e+000
1.294940476190476e-003	1.320558e+000
1.295119047619047e-003	1.320701e+000
1.295238095238095e-003	1.320651e+000
1.297619047619047e-003	1.317511e+000
1.297916666666666e-003	1.317614e+000
1.300892857142857e-003	1.323505e+000
1.301071428571428e-003	1.323647e+000
1.301190476190476e-003	1.323597e+000
1.303571428571428e-003	1.320449e+000
1.303869047619047e-003	1.320552e+000
1.306845238095238e-003	1.326434e+000
1.307023809523809e-003	1.326575e+000
1.307142857142857e-003	1.326525e+000
1.309523809523809e-003	1.323371e+000
1.309821428571428e-003	1.323472e+000
1.312797619047619e-003	1.329346e+000
1.312976190476190e-003	1.329487e+000
1.313095238095238e-003	1.329437e+000
1.315476190476190e-003	1.326275e+000
1.315773809523809e-003	1.326375e+000
1.318750000000000e-003	1.332241e+000
1.318928571428571e-003	1.332381e+000
1.319047619047619e-003	1.332330e+000
1.321428571428571e-003	1.329162e+000
1.321726190476190e-003	1.329261e+000
1.324702380952380e-003	1.335118e+000
1.324880952380952e-003	1.335258e+000
1.324999999999999e-003	1.335207e+000
1.327380952380952e-003	1.332031e+000
1.327678571428571e-003	1.332130e+000
1.330654761904761e-003	1.337978e+000
1.330833333333333e-003	1.338117e+000
1.330952380952380e-003	1.338066e+000
1.333333333333333e-003	1.334884e+000
1.333630952380952e-003	1.334982e+000
1.336607142857142e-003	1.340822e+000
1.336785714285714e-003	1.340960e+000
1.336904761904761e-003	1.340909e+000
1.339285714285714e-003	1.337720e+000
1.339583333333333e-003	1.337817e+000
1.342559523809523e-003	1.343648e+000
1.342738095238095e-003	1.343786e+000
1.342857142857142e-003	1.343734e+000
1.345238095238095e-003	1.340539e+000
1.345535714285714e-003	1.340635e+000
1.348511904761904e-003	1.346458e+000
1.348690476190476e-003	1.346596e+000
1.348809523809523e-003	1.346543e+000
1.351190476190476e-003	1.343341e+000
1.351488095238095e-003	1.343436e+000
1.354464285714285e-003	1.349251e+000
1.354642857142857e-003	1.349388e+000
1.354761904761904e-003	1.349336e+000
1.357142857142857e-003	1.346127e+000
1.357440476190476e-003	1.346221e+000
1.360416666666666e-003	1.352027e+000
1.360714285714285e-003	1.352111e+000
1.363095238095238e-003	1.348896e+000
1.363392857142856e-003	1.348989e+000
1.366369047619047e-003	1.354787e+000
1.366666666666666e-003	1.354870e+000
1.369047619047619e-003	1.351648e+000
1.369345238095237e-003	1.351741e+000
1.372321428571428e-003	1.357531e+000
1.372619047619047e-003	1.357613e+000
1.375000000000000e-003	1.354385e+000
1.375297619047618e-003	1.354477e+000
1.378273809523809e-003	1.360258e+000
1.378571428571428e-003	1.360340e+000
1.380952380952381e-003	1.357105e+000
1.381249999999999e-003	1.357196e+000
1.384226190476190e-003	1.362969e+000
1.384523809523809e-003	1.363050e+000
1.386904761904762e-003	1.359808e+000
1.387202380952380e-003	1.359899e+000
1.390178571428571e-003	1.365664e+000
1.390476190476190e-003	1.365744e+000
1.392857142857142e-003	1.362496e+000
1.393154761904761e-003	1.362586e+000
1.396130952380952e-003	1.368343e+000
1.396428571428571e-003	1.368422e+000
1.398809523809523e-003	1.365168e+000
1.399107142857142e-003	1.365257e+000
1.402083333333333e-003	1.371007e+000
1.402380952380952e-003	1.371085e+000
1.404761904761904e-003	1.367824e+000
1.405059523809523e-003	1.367912e+000
1.408035714285714e-003	1.373654e+000
1.408333333333333e-003	1.373731e+000
1.410714285714285e-003	1.370464e+000
1.410905952380954e-003	1.370442e+000
1.411011904761904e-003	1.370552e+000
1.413988095238095e-003	1.376286e+000
1.414285714285714e-003	1.376362e+000
1.416666666666666e-003	1.373089e+000
1.416964285714285e-003	1.373176e+000
1.419940476190476e-003	1.378902e+000
1.420238095238095e-003	1.378977e+000
1.422619047619047e-003	1.375698e+000
1.422916666666666e-003	1.375784e+000
1.425892857142857e-003	1.381502e+000
1.426190476190476e-003	1.381577e+000
1.428571428571428e-003	1.378292e+000
1.428869047619047e-003	1.378377e+000
1.431845238095238e-003	1.384087e+000
1.432142857142856e-003	1.384161e+000
1.434523809523809e-003	1.380870e+000
1.434821428571428e-003	1.380954e+000
1.437797619047619e-003	1.386657e+000
1.438095238095237e-003	1.386730e+000
1.440476190476190e-003	1.383433e+000
1.440773809523809e-003	1.383516e+000
1.443750000000000e-003	1.389211e+000
1.444047619047619e-003	1.389284e+000
1.446428571428571e-003	1.385980e+000
1.446726190476190e-003	1.386063e+000
1.449702380952381e-003	1.391751e+000
1.450000000000000e-003	1.391823e+000
1.452380952380952e-003	1.388513e+000
1.452678571428571e-003	1.388595e+000
1.455654761904761e-003	1.394275e+000
1.455952380952380e-003	1.394346e+000
1.458333333333333e-003	1.391030e+000
1.458630952380952e-003	1.391111e+000
1.461607142857142e-003	1.396784e+000
1.461904761904761e-003	1.396855e+000
1.464285714285714e-003	1.393533e+000
1.464583333333333e-003	1.393613e+000
1.467559523809523e-003	1.399279e+000
1.467857142857142e-003	1.399348e+000
1.470238095238095e-003	1.396020e+000
1.470535714285714e-003	1.396100e+000
1.473511904761904e-003	1.401758e+000
1.473809523809523e-003	1.401827e+000
1.476190476190476e-003	1.398493e+000
1.476488095238095e-003	1.398572e+000
1.479464285714285e-003	1.404223e+000
1.479761904761904e-003	1.404291e+000
1.482142857142857e-003	1.400952e+000
1.482440476190476e-003	1.401030e+000
1.485416666666666e-003	1.406673e+000
1.485714285714285e-003	1.406741e+000
1.488095238095238e-003	1.403395e+000
1.488392857142857e-003	1.403473e+000
1.491369047619047e-003	1.409109e+000
1.491666666666666e-003	1.409176e+000
1.494047619047619e-003	1.405824e+000
1.494345238095237e-003	1.405901e+000
1.497321428571428e-003	1.411530e+000
1.497619047619047e-003	1.411596e+000
1.499999999999999e-003	1.408239e+000
1.500297619047618e-003	1.408315e+000
1.503273809523809e-003	1.413937e+000
1.503571428571428e-003	1.414002e+000
1.505952380952380e-003	1.410640e+000
1.506249999999999e-003	1.410715e+000
1.509226190476190e-003	1.416330e+000
1.509523809523809e-003	1.416394e+000
1.511904761904761e-003	1.413026e+000
1.512202380952380e-003	1.413100e+000
1.515178571428571e-003	1.418708e+000
1.515476190476190e-003	1.418772e+000
1.517857142857142e-003	1.415398e+000
1.518154761904761e-003	1.415472e+000
1.521130952380952e-003	1.421072e+000
1.521428571428571e-003	1.421135e+000
1.523809523809523e-003	1.417756e+000
1.524107142857142e-003	1.417829e+000
1.527083333333333e-003	1.423422e+000
1.527380952380952e-003	1.423485e+000
1.529761904761904e-003	1.420100e+000
1.530059523809523e-003	1.420172e+000
1.533035714285714e-003	1.425759e+000
1.533333333333333e-003	1.425820e+000
1.535714285714285e-003	1.422430e+000
1.536011904761904e-003	1.422501e+000
1.538988095238095e-003	1.428081e+000
1.539285714285714e-003	1.428142e+000
1.541666666666666e-003	1.424746e+000
1.541964285714285e-003	1.424817e+000
1.544940476190476e-003	1.430390e+000
1.545238095238095e-003	1.430450e+000
1.547619047619047e-003	1.427048e+000
1.547916666666666e-003	1.427119e+000
1.550892857142857e-003	1.432685e+000
1.551190476190476e-003	1.432744e+000
1.553571428571428e-003	1.429337e+000
1.553869047619047e-003	1.429407e+000
1.556845238095238e-003	1.434966e+000
1.557142857142857e-003	1.435025e+000
1.559523809523809e-003	1.431612e+000
1.559821428571428e-003	1.431681e+000
1.562797619047618e-003	1.437234e+000
1.563095238095237e-003	1.437292e+000
1.565476190476190e-003	1.433874e+000
1.565773809523809e-003	1.433942e+000
1.568749999999999e-003	1.439488e+000
1.569047619047618e-003	1.439546e+000
1.571428571428571e-003	1.436122e+000
1.571726190476190e-003	1.436190e+000
1.574702380952380e-003	1.441729e+000
1.574999999999999e-003	1.441786e+000
1.577380952380952e-003	1.438357e+000
1.577678571428571e-003	1.438424e+000
1.580654761904761e-003	1.443956e+000
1.580952380952380e-003	1.444013e+000
1.583333333333333e-003	1.440579e+000
1.583630952380952e-003	1.440645e+000
1.586607142857142e-003	1.446171e+000
1.586904761904761e-003	1.446227e+000
1.589285714285714e-003	1.442787e+000
1.589583333333333e-003	1.442853e+000
1.592559523809523e-003	1.448372e+000
1.592857142857142e-003	1.448427e+000
1.595238095238095e-003	1.444983e+000
1.595535714285714e-003	1.445048e+000
1.598511904761904e-003	1.450560e+000
1.598809523809523e-003	1.450615e+000
1.601190476190476e-003	1.447165e+000
1.601488095238094e-003	1.447230e+000
1.604464285714285e-003	1.452736e+000
1.604761904761904e-003	1.452789e+000
1.607142857142857e-003	1.449334e+000
1.607440476190475e-003	1.449398e+000
1.610416666666666e-003	1.454898e+000
1.610714285714285e-003	1.454951e+000
1.613095238095238e-003	1.451491e+000
1.613392857142856e-003	1.451554e+000
1.613467023809522e-003	1.451691e+000
1.616369047619047e-003	1.457047e+000
1.616666666666666e-003	1.457100e+000
1.619047619047619e-003	1.453635e+000
1.619345238095237e-003	1.453697e+000
1.622321428571428e-003	1.459184e+000
1.622619047619047e-003	1.459236e+000
1.625000000000000e-003	1.455766e+000
1.625297619047618e-003	1.455828e+000
1.628273809523809e-003	1.461308e+000
1.628571428571428e-003	1.461359e+000
1.630952380952380e-003	1.457884e+000
1.631249999999999e-003	1.457945e+000
1.634226190476190e-003	1.463420e+000
1.634523809523809e-003	1.463470e+000
1.636904761904761e-003	1.459990e+000
1.637202380952380e-003	1.460050e+000
1.640178571428571e-003	1.465518e+000
1.640476190476190e-003	1.465568e+000
1.642857142857142e-003	1.462083e+000
1.643154761904761e-003	1.462143e+000
1.646130952380952e-003	1.467605e+000
1.646428571428571e-003	1.467654e+000
1.648809523809523e-003	1.464164e+000
1.649107142857142e-003	1.464223e+000
1.652083333333333e-003	1.469679e+000
1.652380952380952e-003	1.469728e+000
1.654761904761904e-003	1.466232e+000
1.655059523809523e-003	1.466291e+000
1.658035714285714e-003	1.471741e+000
1.658333333333333e-003	1.471789e+000
1.660714285714285e-003	1.468289e+000
1.661011904761904e-003	1.468347e+000
1.663988095238095e-003	1.473790e+000
1.664285714285714e-003	1.473838e+000
1.666666666666666e-003	1.470333e+000
1.666964285714285e-003	1.470390e+000
1.669940476190476e-003	1.475828e+000
1.670238095238094e-003	1.475874e+000
1.672619047619047e-003	1.472365e+000
1.672916666666666e-003	1.472422e+000
1.675892857142857e-003	1.477853e+000
1.676190476190475e-003	1.477899e+000
1.678571428571428e-003	1.474384e+000
1.678869047619047e-003	1.474441e+000
1.681845238095238e-003	1.479866e+000
1.682142857142856e-003	1.479912e+000
1.684523809523809e-003	1.476392e+000
1.684821428571428e-003	1.476448e+000
1.687797619047619e-003	1.481867e+000
1.688095238095238e-003	1.481912e+000
1.690476190476190e-003	1.478388e+000
1.690773809523809e-003	1.478444e+000
1.693749999999999e-003	1.483857e+000
1.694047619047618e-003	1.483901e+000
1.696428571428571e-003	1.480372e+000
1.696726190476190e-003	1.480427e+000
1.699702380952380e-003	1.485834e+000
1.699999999999999e-003	1.485878e+000
1.702380952380952e-003	1.482345e+000
1.702678571428571e-003	1.482399e+000
1.705654761904761e-003	1.487800e+000
1.705952380952380e-003	1.487844e+000
1.708333333333333e-003	1.484305e+000
1.708630952380952e-003	1.484359e+000
1.711607142857142e-003	1.489754e+000
1.711904761904761e-003	1.489797e+000
1.714285714285714e-003	1.486254e+000
1.714583333333333e-003	1.486307e+000
1.717559523809523e-003	1.491697e+000
1.717857142857142e-003	1.491739e+000
1.720238095238095e-003	1.488192e+000
1.720535714285714e-003	1.488244e+000
1.723511904761904e-003	1.493628e+000
1.723809523809523e-003	1.493670e+000
1.726190476190476e-003	1.490118e+000
1.726488095238095e-003	1.490169e+000
1.729464285714285e-003	1.495548e+000
1.729761904761904e-003	1.495589e+000
1.732142857142857e-003	1.492032e+000
1.732440476190475e-003	1.492083e+000
1.735416666666666e-003	1.497456e+000
1.735714285714285e-003	1.497496e+000
1.738095238095237e-003	1.493935e+000
1.738392857142856e-003	1.493986e+000
1.741369047619047e-003	1.499353e+000
1.741666666666666e-003	1.499393e+000
1.744047619047618e-003	1.495827e+000
1.744345238095237e-003	1.495877e+000
1.747321428571428e-003	1.501239e+000
1.747619047619047e-003	1.501278e+000
1.749999999999999e-003	1.497708e+000
1.750297619047618e-003	1.497757e+000
1.753273809523809e-003	1.503113e+000
1.753571428571428e-003	1.503152e+000
1.755952380952380e-003	1.499577e+000
1.756249999999999e-003	1.499626e+000
1.759226190476190e-003	1.504976e+000
1.759523809523809e-003	1.505015e+000
1.761904761904761e-003	1.501436e+000
1.762202380952380e-003	1.501484e+000
1.765178571428571e-003	1.506829e+000
1.765476190476190e-003	1.506866e+000
1.767857142857142e-003	1.503283e+000
1.768154761904761e-003	1.503331e+000
1.771130952380952e-003	1.508670e+000
1.771428571428571e-003	1.508707e+000
1.773809523809523e-003	1.505119e+000
1.774107142857142e-003	1.505166e+000
1.777083333333333e-003	1.510500e+000
1.777380952380952e-003	1.510537e+000
1.779761904761904e-003	1.506945e+000
1.780059523809523e-003	1.506991e+000
1.783035714285714e-003	1.512320e+000
1.783333333333333e-003	1.512356e+000
1.785714285714285e-003	1.508759e+000
1.786011904761904e-003	1.508805e+000
1.788988095238095e-003	1.514128e+000
1.789285714285714e-003	1.514164e+000
1.791666666666666e-003	1.510563e+000
1.791964285714285e-003	1.510609e+000
1.794940476190476e-003	1.515926e+000
1.795238095238095e-003	1.515961e+000
1.797619047619047e-003	1.512356e+000
1.797916666666666e-003	1.512401e+000
1.800892857142856e-003	1.517714e+000
1.801190476190475e-003	1.517748e+000
1.803571428571428e-003	1.514139e+000
1.803869047619047e-003	1.514183e+000
1.806845238095237e-003	1.519490e+000
1.807142857142856e-003	1.519524e+000
1.809523809523809e-003	1.515911e+000
1.809821428571428e-003	1.515955e+000
1.812797619047618e-003	1.521257e+000
1.813095238095237e-003	1.521290e+000
1.815476190476190e-003	1.517672e+000
1.815773809523809e-003	1.517716e+000
1.817119404761876e-003	1.520112e+000
1.818749999999999e-003	1.523012e+000
1.819047619047618e-003	1.523045e+000
1.821428571428571e-003	1.519423e+000
1.821726190476190e-003	1.519466e+000
1.824702380952380e-003	1.524757e+000
1.824999999999999e-003	1.524790e+000
1.827380952380952e-003	1.521164e+000
1.827678571428571e-003	1.521206e+000
1.830654761904761e-003	1.526492e+000
1.830952380952380e-003	1.526524e+000
1.833333333333333e-003	1.522894e+000
1.833630952380952e-003	1.522936e+000
1.836607142857142e-003	1.528217e+000
1.836904761904761e-003	1.528248e+000
1.839285714285714e-003	1.524614e+000
1.839583333333333e-003	1.524655e+000
1.842559523809523e-003	1.529931e+000
1.842857142857142e-003	1.529962e+000
1.845238095238095e-003	1.526324e+000
1.845535714285713e-003	1.526365e+000
1.848511904761904e-003	1.531635e+000
1.848809523809523e-003	1.531666e+000
1.851190476190476e-003	1.528023e+000
1.851488095238094e-003	1.528064e+000
1.854464285714285e-003	1.533329e+000
1.854761904761904e-003	1.533359e+000
1.857142857142857e-003	1.529713e+000
1.857440476190475e-003	1.529753e+000
1.860416666666666e-003	1.535013e+000
1.860714285714285e-003	1.535043e+000
1.863095238095238e-003	1.531392e+000
1.863392857142856e-003	1.531432e+000
1.866369047619047e-003	1.536687e+000
1.866666666666666e-003	1.536716e+000
1.869047619047618e-003	1.533062e+000
1.869345238095237e-003	1.533101e+000
1.872321428571428e-003	1.538352e+000
1.872619047619047e-003	1.538380e+000
1.874999999999999e-003	1.534721e+000
1.875297619047618e-003	1.534760e+000
1.878273809523809e-003	1.540006e+000
1.878571428571428e-003	1.540034e+000
1.880952380952380e-003	1.536371e+000
1.881249999999999e-003	1.536409e+000
1.884226190476190e-003	1.541650e+000
1.884523809523809e-003	1.541677e+000
1.886904761904761e-003	1.538011e+000
1.887202380952380e-003	1.538049e+000
1.890178571428571e-003	1.543285e+000
1.890476190476190e-003	1.543312e+000
1.892857142857142e-003	1.539641e+000
1.893154761904761e-003	1.539678e+000
1.896130952380952e-003	1.544910e+000
1.896428571428571e-003	1.544936e+000
1.898809523809523e-003	1.541262e+000
1.899107142857142e-003	1.541299e+000
1.902083333333333e-003	1.546525e+000
1.902380952380952e-003	1.546551e+000
1.904761904761904e-003	1.542873e+000
1.905059523809523e-003	1.542909e+000
1.908035714285714e-003	1.548131e+000
1.908333333333332e-003	1.548156e+000
1.910714285714285e-003	1.544474e+000
1.911011904761904e-003	1.544510e+000
1.913988095238095e-003	1.549727e+000
1.914285714285713e-003	1.549752e+000
1.916666666666666e-003	1.546066e+000
1.916964285714285e-003	1.546101e+000
1.919940476190476e-003	1.551314e+000
1.920238095238094e-003	1.551338e+000
1.922619047619047e-003	1.547649e+000
1.922916666666666e-003	1.547683e+000
1.925892857142857e-003	1.552891e+000
1.926190476190475e-003	1.552915e+000
1.928571428571428e-003	1.549222e+000
1.928869047619047e-003	1.549256e+000
1.931845238095237e-003	1.554459e+000
1.932142857142856e-003	1.554482e+000
1.934523809523809e-003	1.550785e+000
1.934821428571428e-003	1.550819e+000
1.937797619047618e-003	1.556017e+000
1.938095238095237e-003	1.556040e+000
1.940476190476190e-003	1.552340e+000
1.940773809523809e-003	1.552373e+000
1.943749999999999e-003	1.557567e+000
1.944047619047618e-003	1.557589e+000
1.946428571428571e-003	1.553885e+000
1.946726190476190e-003	1.553918e+000
1.949702380952380e-003	1.559107e+000
1.949999999999999e-003	1.559129e+000
1.952380952380952e-003	1.555421e+000
1.952678571428571e-003	1.555454e+000
1.955654761904761e-003	1.560638e+000
1.955952380952380e-003	1.560660e+000
1.958333333333332e-003	1.556948e+000
1.958630952380952e-003	1.556980e+000
1.961607142857142e-003	1.562160e+000
1.961904761904762e-003	1.562181e+000
1.964285714285714e-003	1.558466e+000
1.964583333333333e-003	1.558497e+000
1.967559523809523e-003	1.563673e+000
1.967857142857142e-003	1.563694e+000
1.970238095238094e-003	1.559975e+000
1.970535714285713e-003	1.560006e+000
1.973511904761904e-003	1.565177e+000
1.973809523809523e-003	1.565197e+000
1.976190476190475e-003	1.561475e+000
1.976488095238095e-003	1.561505e+000
1.979464285714285e-003	1.566672e+000
1.979761904761904e-003	1.566692e+000
1.982142857142856e-003	1.562966e+000
1.982440476190475e-003	1.562996e+000
1.985416666666666e-003	1.568158e+000
1.985714285714285e-003	1.568177e+000
1.988095238095237e-003	1.564448e+000
1.988392857142856e-003	1.564478e+000
1.991369047619047e-003	1.569635e+000
1.991666666666666e-003	1.569654e+000
1.994047619047618e-003	1.565921e+000
1.994345238095237e-003	1.565950e+000
1.997321428571428e-003	1.571104e+000
1.997619047619047e-003	1.571122e+000
1.999999999999999e-003	1.567386e+000
2.000297619047618e-003	1.567415e+000
2.003273809523809e-003	1.572563e+000
2.003571428571428e-003	1.572582e+000
2.005952380952380e-003	1.568842e+000
2.006249999999999e-003	1.568870e+000
2.009226190476189e-003	1.574015e+000
2.009523809523809e-003	1.574032e+000
2.011904761904761e-003	1.570289e+000
2.012202380952380e-003	1.570317e+000
2.015178571428571e-003	1.575457e+000
2.015476190476190e-003	1.575474e+000
2.017857142857142e-003	1.571728e+000
2.018154761904761e-003	1.571755e+000
2.020833333333332e-003	1.576378e+000
2.021130952380951e-003	1.576891e+000
2.021428571428571e-003	1.576908e+000
2.023809523809523e-003	1.573158e+000
2.024107142857142e-003	1.573185e+000
2.027083333333333e-003	1.578317e+000
2.027380952380952e-003	1.578333e+000
2.029761904761904e-003	1.574580e+000
2.030059523809523e-003	1.574606e+000
2.033035714285713e-003	1.579734e+000
2.033333333333333e-003	1.579750e+000
2.035714285714285e-003	1.575993e+000
2.036011904761904e-003	1.576019e+000
2.038988095238094e-003	1.581142e+000
2.039285714285714e-003	1.581158e+000
2.041666666666666e-003	1.577398e+000
2.041964285714285e-003	1.577423e+000
2.044940476190475e-003	1.582543e+000
2.045238095238095e-003	1.582558e+000
2.047619047619047e-003	1.578794e+000
2.047916666666666e-003	1.578820e+000
2.050892857142856e-003	1.583934e+000
2.051190476190476e-003	1.583949e+000
2.053571428571428e-003	1.580182e+000
2.053869047619047e-003	1.580207e+000
2.056845238095237e-003	1.585318e+000
2.057142857142856e-003	1.585333e+000
2.059523809523808e-003	1.581562e+000
2.059821428571428e-003	1.581587e+000
2.062797619047618e-003	1.586694e+000
2.063095238095238e-003	1.586708e+000
2.065476190476190e-003	1.582934e+000
2.065773809523809e-003	1.582958e+000
2.068749999999999e-003	1.588061e+000
2.069047619047618e-003	1.588074e+000
2.071428571428570e-003	1.584298e+000
2.071726190476190e-003	1.584321e+000
2.074702380952380e-003	1.589420e+000
2.074999999999999e-003	1.589433e+000
2.077380952380951e-003	1.585653e+000
2.077678571428571e-003	1.585677e+000
2.080654761904761e-003	1.590771e+000
2.080952380952380e-003	1.590784e+000
2.083333333333332e-003	1.587001e+000
2.083630952380951e-003	1.587024e+000
2.086607142857142e-003	1.592114e+000
2.086904761904761e-003	1.592127e+000
2.089285714285713e-003	1.588340e+000
2.089583333333333e-003	1.588363e+000
2.092559523809523e-003	1.593449e+000
2.092857142857142e-003	1.593461e+000
2.095238095238095e-003	1.589672e+000
2.095535714285713e-003	1.589694e+000
